1741786610309;45.05330;7.66740
1741786610322.0852;45.05403;7.66753
1741786610335.1704;45.05459;7.66673
1741786610348.2556;45.05533;7.66744
1741786610361.3408;45.05613;7.66802
1741786610374.426;45.05687;7.66864
1741786610387.5112;45.05657;7.66962
1741786610400.5964;45.05590;7.67048
1741786610413.6816;45.05524;7.67134
1741786610426.7668;45.05477;7.67242
1741786610439.852;45.05438;7.67357
1741786610452.9373;45.05410;7.67478
1741786610466.0225;45.05384;7.67600
1741786610479.1077;45.05362;7.67723
1741786610492.1929;45.05341;7.67847
1741786610505.278;45.05319;7.67970
1741786610518.3633;45.05279;7.68084
1741786610531.4485;45.05239;7.68198
1741786610544.5337;45.05248;7.68289
1741786610557.619;45.05328;7.68348
1741786610570.704;45.05408;7.68406
1741786610583.7893;45.05488;7.68464
1741786610596.8745;45.05568;7.68523
1741786610609.9597;45.05648;7.68581
1741786610623.045;45.05728;7.68640
1741786610636.1301;45.05808;7.68698
1741786610649.2153;45.05886;7.68760
1741786610662.3005;45.05933;7.68832
1741786610675.3857;45.05894;7.68946
1741786610688.471;45.05853;7.69060
1741786610701.5562;45.05914;7.69129
1741786610714.6414;45.05992;7.69193
1741786610727.7266;45.06070;7.69255
1741786610740.8118;45.06143;7.69328
1741786610753.897;45.06204;7.69418
1741786610766.9822;45.06272;7.69502
1741786610780.0674;45.06338;7.69588
1741786610793.1526;45.06405;7.69674
1741786610806.2378;45.06470;7.69761
1741786610819.323;45.06539;7.69844
1741786610832.4082;45.06604;7.69931
1741786610845.4934;45.06670;7.70017
1741786610858.5786;45.06737;7.70103
1741786610864.29;45.06766;7.70141
1741786610864.29;45.06766;7.70141
1741786610875.5952;45.06833;7.70225
1741786610886.9004;45.06899;7.70312
1741786610898.2056;45.06965;7.70397
1741786610909.5107;45.07014;7.70350
1741786610920.816;45.07053;7.70235
1741786610932.121;45.07090;7.70119
1741786610943.4263;45.07128;7.70004
1741786610954.7314;45.07166;7.69889
1741786610966.0366;45.07205;7.69774
1741786610977.3418;45.07243;7.69658
1741786610988.647;45.07281;7.69543
1741786610999.9521;45.07319;7.69428
1741786611011.2573;45.07384;7.69422
1741786611022.5625;45.07446;7.69383
1741786611033.8677;45.07515;7.69303
1741786611045.1729;45.07590;7.69232
1741786611056.478;45.07668;7.69169
1741786611067.7832;45.07746;7.69106
1741786611079.0884;45.07825;7.69043
1741786611090.3936;45.07903;7.68982
1741786611101.6987;45.07981;7.68918
1741786611113.004;45.08055;7.68846
1741786611124.309;45.08119;7.68757
1741786611135.6143;45.08183;7.68708
1741786611146.9194;45.08265;7.68761
1741786611158.2246;45.08318;7.68704
1741786611169.5298;45.08356;7.68589
1741786611180.835;45.08432;7.68599
1741786611192.1401;45.08517;7.68642
1741786611203.4453;45.08602;7.68684
1741786611214.7505;45.08687;7.68725
1741786611226.0557;45.08772;7.68767
1741786611237.3608;45.08857;7.68809
1741786611248.666;45.08942;7.68850
1741786611259.9712;45.09027;7.68892
1741786611271.2764;45.09112;7.68933
1741786611282.5815;45.09197;7.68975
1741786611293.8867;45.09282;7.69016
1741786611305.192;45.09367;7.69058
1741786611316.497;45.09452;7.69100
1741786611327.8022;45.09537;7.69141
1741786611339.1074;45.09622;7.69183
1741786611350.4126;45.09707;7.69224
1741786611361.7178;45.09792;7.69266
1741786611373.023;45.09877;7.69308
1741786611384.3281;45.09961;7.69352
1741786611395.6333;45.10046;7.69393
1741786611406.9385;45.10131;7.69436
1741786611416.7942;45.10133;7.69516
1741786611416.7942;45.10133;7.69516
1741786611428.769;45.10130;7.69422
1741786611440.744;45.10045;7.69381
1741786611452.7188;45.09960;7.69342
1741786611464.6936;45.09874;7.69307
1741786611476.6685;45.09789;7.69265
1741786611488.6433;45.09704;7.69223
1741786611500.6182;45.09619;7.69181
1741786611512.593;45.09534;7.69140
1741786611524.5679;45.09449;7.69098
1741786611536.5427;45.09364;7.69057
1741786611548.5176;45.09279;7.69015
1741786611560.4924;45.09194;7.68974
1741786611572.4673;45.09109;7.68932
1741786611584.4421;45.09024;7.68890
1741786611596.417;45.08939;7.68849
1741786611608.3918;45.08854;7.68808
1741786611620.3667;45.08769;7.68766
1741786611632.3416;45.08684;7.68724
1741786611644.3164;45.08599;7.68683
1741786611656.2913;45.08514;7.68640
1741786611668.266;45.08430;7.68598
1741786611680.241;45.08372;7.68539
1741786611692.2158;45.08410;7.68423
1741786611704.1907;45.08449;7.68310
1741786611716.1655;45.08488;7.68194
1741786611728.1404;45.08529;7.68083
1741786611740.1152;45.08464;7.68020
1741786611752.09;45.08384;7.67963
1741786611764.065;45.08304;7.67906
1741786611776.0398;45.08223;7.67848
1741786611788.0146;45.08143;7.67791
1741786611799.9895;45.08063;7.67734
1741786611811.9644;45.07982;7.67677
1741786611823.9392;45.07940;7.67587
1741786611835.914;45.07888;7.67508
1741786611847.889;45.07860;7.67387
1741786611859.8638;45.07832;7.67266
1741786611871.8386;45.07804;7.67145
1741786611883.8135;45.07780;7.67022
1741786611895.7883;45.07762;7.66899
1741786611907.7632;45.07684;7.66840
1741786611919.738;45.07655;7.66731
1741786611931.713;45.07650;7.66604
1741786611943.6877;45.07645;7.66477
1741786611955.6626;45.07577;7.66409
1741786611967.6375;45.07496;7.66353
1741786611979.6123;45.07417;7.66294
1741786611991.5872;45.07336;7.66237
1741786612003.562;45.07256;7.66180
1741786612015.5369;45.07175;7.66123
1741786612027.5117;45.07094;7.66067
1741786612039.4866;45.07014;7.66011
1741786612051.4614;45.06933;7.65955
1741786612063.4363;45.06853;7.65898
1741786612075.4111;45.06800;7.65828
1741786612087.386;45.06842;7.65715
1741786612099.3608;45.06803;7.65639
1741786612111.3357;45.06723;7.65580
1741786612123.3105;45.06764;7.65495
1741786612124.201;45.06770;7.65496
1741786612124.201;45.06770;7.65496
1741786612140.2441;45.06681;7.65500
1741786612156.2874;45.06592;7.65519
1741786612172.3306;45.06503;7.65540
1741786612188.3738;45.06415;7.65561
1741786612204.417;45.06326;7.65581
1741786612220.4602;45.06237;7.65601
1741786612236.5034;45.06181;7.65688
1741786612252.5466;45.06138;7.65800
1741786612268.5898;45.06095;7.65911
1741786612284.633;45.06052;7.66023
1741786612300.6763;45.06008;7.66135
1741786612316.7195;45.05966;7.66247
1741786612332.7627;45.05923;7.66359
1741786612348.806;45.05880;7.66470
1741786612364.849;45.05836;7.66582
1741786612380.8923;45.05794;7.66694
1741786612396.9355;45.05751;7.66806
1741786612412.9788;45.05694;7.66861
1741786612429.022;45.05614;7.66803
1741786612445.0652;45.05534;7.66745
1741786612461.1084;45.05460;7.66674
1741786612477.1516;45.05389;7.66595
1741786612493.1948;45.05334;7.66569
1741786612505;45.05384;7.66627
